Date,Record Number,Record Type,Description,Project Name,Status,Short Notes
4/25/2019,BCP2019-040880,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - install water heater,Gerlach Water Heater,Completed,Water Heater Change Out
4/25/2019,BCP2019-040879,Building - Over the Counter Permit,REMOVE VINYL SIDING AND REPLACE WITH STUCCO,"MAY, MIKE",Completed,Replacement
4/25/2019,BCP2019-040877,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - 40 GAL ELEC WATER HEATER REPLACEMENT,BLACKBURN,Completed,Water Heater Change Out
4/25/2019,BCP2019-040870,Building - Over the Counter Permit,"Online Permit - A/C Change Out - EQUAL CHANGE OUT OF AIR HANDLER & CONDENSER (Air Handler,Condenser)",FLOWER,Completed,A/C Change Out
4/25/2019,BCP2019-040869,Building - Over the Counter Permit,Online Permit - Electrical - Replace existing main electrical panel (Change Panel Box),Paige Arrigoni,Completed,Electrical
4/25/2019,BCP2019-040867,Building - Over the Counter Permit,Online Permit - Electrical - Replace existing main electrical panel,Bob Titus,Completed,Electrical
4/25/2019,BCP2019-040865,Building - Over the Counter Permit,REPLACE 4 TON SYSTEM,REGIONS BANK,Completed,A/C Change Out
4/25/2019,BCP2019-040863,Building - Over the Counter Permit,Online Permit - Electrical - replace 150a electric panel (Change Panel Box),Replace panel,Completed,Electrical
4/25/2019,BCP2019-040861,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Change out 1.5 Ton 14 seer 5 kw SmartComfort Unit. Apartment 106 (Air Handler,Condenser)",District at Clearwater Unit 106,Completed,A/C Change Out
4/25/2019,FIR2019-04025,Building - Fire,ADD ONE HORN/STROBE FIRE ALARM IN TODDLER CLASSROOM,ST PAULS LUTHERAN CHURCH,Completed,Fire Alarm
4/25/2019,FIR2019-04024,Building - Fire,RENOVATION OF EXISTING SPRINKLER SYSTEM TO ACCOMMODATE TENANT BUILD-OUT,TD BANK,Completed,Fire Sprinkler
4/25/2019,BCP2019-040896,Building - Construction Permit,REMOVE & REPLACE POOL ENCLOSURE ON EXISTING,KISIEL,Completed,Replacement
4/25/2019,BCP2019-040894,Building - Construction Permit,ROOF MOUNTED SOLAR PV INSTALLATION (5.9KW),"MUELLER, KATHY",Expired,"New Accessory (Shed, Deck)"
4/25/2019,BCP2019-040891,Building - Construction Permit,SWO2019-04009 --  INSTALL A 6 FT HIGH WOOD FENCE 261 FT IN LENGTH (GOOD SIDE MUST FACE OUT) #902 INSPECTION REQUIRED,DONALD E HOSTETLER,Completed,Fence
4/25/2019,BCP2019-040890,Building - Construction Permit,REPLACE ONE WINDOW SIZE FOR SIZE WITH IMPACT FL#1435.5,SANDRA C DARNELL,Completed,Replacement
4/25/2019,BCP2019-040887,Building - Construction Permit,Online Permit - <$300K Reroof flat roof,"Tolman, Greg",Completed,Roof
4/25/2019,BCP2019-040886,Building - Construction Permit,INSTALL A  6 FT HIGH WHITE PVC FENCE 61 FT IN LENGTH AND A 4 FT HIGH PVC FENCE 20 FT IN LENGTH,RONALD BRADSHAW,Completed,Fence
4/25/2019,BCP2019-040885,Building - Construction Permit,INSTALL A 6 FT HIGH WHITE VINYL FENCE 78 FT IN LENGTH AND A 4 FT HIGH BLACK ALUMINUM FENCE 34 FT IN LENGTH,CARO PROPERTIES,Completed,Fence
4/25/2019,BCP2019-040884,Building - Construction Permit,MOVE 24 FT  (6 FT IN HEIGHT) OF  WOOD FENCE FROM THE BACK OF THE PROPERTY AND INSTALL ON THE  LEFT SIDE OF THE PROPERTY AND THEN INSTALL 24 FT  (F6 FT IN HEIGHT)  OF NEW WOOD FENCE IN THE BACK OF THE PROPERTY (GOOD SIDE MUST FACE OUT),TRACY M MC QUILKIN,Completed,Fence
4/25/2019,BCP2019-040883,Building - Construction Permit,"REPLACE CONCRETE DRIVEWAY. INSTALL 2 3/8"" THICK CONCRETE PAVERS (961 SQ FT)",KISHER,Completed,Driveway
4/25/2019,BCP2019-040882,Building - Construction Permit,REPLACE EXISTING 9FT X 7FT GARAGE DOOR WITH LIKE SIZE GARAGE DOOR (FL#15212.5),ARENAS,Completed,Replacement
4/25/2019,BCP2019-040878,Building - Construction Permit,"NEW FLOORING, INTERIOR DOORS, RE-DO CEILING IN KITCHEN & LIVING ROOM. NEW KITCHEN CABINETS, COUNTERTOP, SINKS, PLUMBING, ELECTRICAL CAN LIGHTS IN LIVING ROOM, KITCHEN & MASTER BATH.  HALL BATH: NEW SHOWER, VANITY, FIXTURES. GUEST BATH: TUB TO SHOWER, VANITY, FIXTURES, CAP OFF MASTER SHOWER, CLOSET CONVERSION. REPLACEMENT OF (5) SLIDING GLASS DOORS SIZE FOR SIZE (FL#251.10)",DI GAETANO,Active,Replacement
4/25/2019,BCP2019-040876,Building - Construction Permit,INSTALLATION OF ACCORDION SHUTTERS AT PEREMITER OF BOTH BALCONIES FL#389.2,AMANDA G SMITH,Completed,"New Accessory (Shed, Deck)"
4/25/2019,BCP2019-040875,Building - Construction Permit,"INSTALL (13) WINDOWS & (2) PATIO DOORS SIZE FOR SIZE. SIMONTON WINDOWS (FL#16379.1, FL#10160.2, FL#10160.1, FL#5979.2, FL#228.1)","ADAMS, SAM",Completed,Replacement
4/25/2019,BCP2019-040874,Building - Construction Permit,BUILD AND INSTALL A GRILLING STATION IN POOL AREA (No mechanical or plumbing work on this permit),THE PALMS OF CLEARWATER,Completed,"New Accessory (Shed, Deck)"
4/25/2019,BCP2019-040873,Building - Construction Permit,INTERIOR DEMO & REMODEL OF EXISTING 2355 SQ FT BUILDING,TRULIEVE CLEARWATER BEACH,Completed,Remodel
4/25/2019,BCP2019-040872,Building - Construction Permit,"Online Permit - tear off existing roof to the concrete  deck, torch down vapor barrier/dry-in membrane direct to deck. adhere rigid tapered insulation mechanically fasten perimeter peel stop to enhance uplift. adhere fibertite's 50 mill XT membrane. added electrical and mech trades. installing ac units on original stands. no changes",450 re-roof,Completed,Roof
4/25/2019,BCP2019-040871,Building - Construction Permit,Online Permit - OVER $300K Repair tile roof,Merrick Jeannie,Completed,Repair
4/25/2019,BCP2019-040868,Building - Construction Permit,Online Permit -<$300K RE-ROOF W/OC PEEL & STICK (fl9777-R11) AND OC SHINGLES (FL10674-R13)  17 SQ.  3/12 SLOPE AND FLAT ROOF W/CERTAINTEED SA BASE & CAP SHEET (FL2533-R19)  8 SQUARES,BOSSER,Completed,Roof
4/25/2019,BCP2019-040866,Building - Construction Permit,"NON SUB IMPROVEMENT.  ELEVATOR ADDITION, DECK REMOLE, ROOF ADDITIION","BELANGER, AMY",Completed,Remodel
4/25/2019,BCP2019-040860,Building - Construction Permit,TEAR OFF ROOF TO BARE WOOD AND REPLACE WITH SHINGLES 32 SQ 5/12 PITCH FL#17322.1;  FL#16305.1 (LESS THAN 300T),MICHELE BARBER,Completed,Roof
4/25/2019,BCP2019-040859,Building - Construction Permit,"Online Permit - Remove and replace existing sliding glass doors. 2 SetsNon-Impact, over 60' no aggregate roofs nearby.SGD Fl #21179.1  +60/-60",Fuller,Completed,"Windows, Doors and Garage Doors"
4/25/2019,BCP2019-010345A,Building - Amendment,KITCHEN CEILING / FRAMING,TOM DOLAN,Completed,undefined
4/25/2019,BCP2017-12658B,Building - Amendment,UNDER CONSTRUCTION ELEVATION CERTIFICATE,KENNETH JUIP,Completed,undefined
4/25/2019,BCP2016-07644I,Building - Amendment,FINISHED CONSTRUCTION ELEVATION CERTIFICATE,VUE AT BELLEAIR,Completed,undefined
4/25/2019,BCP2016-07643I,Building - Amendment,FINISHED CONSTRUCTION ELEVATION CERTIFICATE,VUE AT BELLEAIR,Completed,undefined
4/25/2019,BCP2016-07642I,Building - Amendment,FINISHED CONSTRUCTION ELEVATION CERTIFICATE,VUE AT BELLEAIR,Completed,undefined
4/25/2019,BCP2016-07635H,Building - Amendment,FINISHED CONSTRUCTION ELEVATION CERTIFICATE,VUE AT BELLEAIR,Completed,undefined
4/25/2019,BCP2016-07633H,Building - Amendment,FINISHED CONSTRUCTION ELEVATION CERTIFICATE,VUE AT BELLEAIR,Completed,undefined
4/24/2019,SWO2019-04036,Building/Enforcement/Stop Work Order/SWO,**NO 3X FEE**-NEW EXTERIOR DOOR INSTALLED ON THE BUILDING ATTACHED TO MOBILE HOME,,Complied,undefined
4/24/2019,SGN2019-04010,Building - Sign,TESTING SURCHARGE FEE CALCULATION,TEST,Received,undefined
4/24/2019,SGN2019-04009,Building - Sign,INSTALL OUTDOOR WALL MOUNTED SIGN,CLEARWATER WINE BAR &  BISTRO,Completed,undefined
4/24/2019,BCP2019-040858,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - replace water heater,Cook Water Heater,Completed,Water Heater Change Out
4/24/2019,BCP2019-040855,Building - Over the Counter Permit,"Online Permit - A/C Change Out - EQUAL CHANGE OUT OF AIR HANDLER & CONDENSER (Air Handler,Condenser)",KERSTEIN,Completed,A/C Change Out
4/24/2019,BCP2019-040853,Building - Over the Counter Permit,KAPOK TERRACE AREA SANITARY SEWER PROJECT PLUMBING PERMIT.        2 DWELLING UNITS  -- PAID SANITARY SEWER IMPACT FEE FOR 2 DWELLING UNITS.,PATRICIA M. MOORE,Completed,Sewer Repair - Replacement
4/24/2019,BCP2019-040852,Building - Over the Counter Permit,KAPOK TERRACE AREA SANITARY SEWER PROJECT PLUMBING PERMIT.,ROBERTA G. SANTINI AND LOUIS A. SANTINI,Completed,Sewer Repair - Replacement
4/24/2019,BCP2019-040851,Building - Over the Counter Permit,KAPOK TERRACE AREA SANITARY SEWER PROJECT PLUMBING PERMIT.,RICHARD GREIF AND MARGARET GREIF,Completed,Sewer Repair - Replacement
4/24/2019,BCP2019-040850,Building - Over the Counter Permit,KAPOK TERRACE AREA SANITARY SEWER PROJECT PLUMBING PERMIT.,WILLIAM S. NYE,Completed,Sewer Repair - Replacement
4/24/2019,BCP2019-040843,Building - Over the Counter Permit,Online Permit - Electrical - Remove (1) 200 amp overhead meter can and replace with (1) 200 amp rated underground meter.,Rogers Residence,Completed,Electrical
4/24/2019,BCP2019-040841,Building - Over the Counter Permit,Online Permit - A/C Change Out - 15 PT DUCT CHANGE OUT   10 SUPPLIES/4 RETURNS,PLUMMER,Completed,A/C Change Out
4/24/2019,BCP2019-040839,Building - Over the Counter Permit,Online Permit - Electrical - Replace (2) 100 amp sub panels. (Change Panel Box),LaRose,Completed,Electrical
4/24/2019,BCP2019-040837,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Replacement of existing 3 Ton Split system with a new Bryant 3 Ton 14 SEER HP Split System w/5KW HeatCondenser Model 214DNA036000Air Handler Model FFMANP037T00 (Air Handler,Condenser)",Foltz,Completed,A/C Change Out
4/24/2019,BCP2019-040835,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Equal c/o 4 ton split h/p w/ 5kw heater condenser side house a/h vertical closet Carrier 25HBC548/ FX4DNF049 15 seer (Air Handler,Condenser)",Darwin Kuan,Completed,A/C Change Out
4/24/2019,BCP2019-040832,Building - Over the Counter Permit,"Online Permit - A/C Change Out - ECO 1.5 TON 14 SEER ST COOL SPLIT SYS W/7KW HEAT. COMFORTMAKER COND MOD#NXA418GKC,A/H MOD# FMA4P1800AL (Air Handler,Condenser)",DEBRUIJN,Completed,A/C Change Out
4/24/2019,BCP2019-040829,Building - Over the Counter Permit,"Online Permit - A/C Change Out - EQUAL HVAC CHANGE OUT 3 TON 17 SEER (Air Handler,Condenser)",MYERS,Completed,A/C Change Out
4/24/2019,BCP2019-040827,Building - Over the Counter Permit,Online Permit - Gas Water Heater - Replace gas water heater with Tank less heater,Water Heater,Completed,Gas Water Heater
4/24/2019,BCP2019-040821,Building - Over the Counter Permit,Online Permit - Electrical - rebuild and repair electrical service,Palm Bluff,Completed,Electrical
4/24/2019,FIR2019-04023,Building - Fire,FIRE ALARM PANEL,BELLE HARBOR,Completed,Fire Alarm
4/24/2019,BCP2019-040857,Building - Construction Permit,Online Permit - New install 2 ton split h/p w/ 5kw heater duct work (7) supplies (4) returns condenser side garage a/h horizontal in the attic Jim Kenney Electric to add sub panel and wire unit. Carrier 25HCE424/FX4DNF037,Debbie Quick,Completed,New
4/24/2019,BCP2019-040854,Building - Construction Permit,SWO2019-04003  REPAIR SIDEWALKS AND CONCRETE CURBING.NEW SIDEWALKS AND CONCRETE CURBING - Contractor will submit will submit a self certification letter. Dana Root 4/28/20.,OAKBROOK VILLAGE,Completed,Parking
4/24/2019,BCP2019-040849,Building - Construction Permit,INSTALL 140 LINEAR FT OF 6 FT HIGH CHAIN LINK FENCE DURING CONSTRUCTION,BAINBRIDGE BAYSIDE-CLUBHOUSE,Completed,Fence
4/24/2019,BCP2019-040848,Building - Construction Permit,Online Permit - <$300K re roof metal over shingles,"Cole, Jonathan",Completed,Roof
4/24/2019,BCP2019-040847,Building - Construction Permit,Online Permit - replace 1 same size impact window,Flanagan Residence,Completed,"Windows, Doors and Garage Doors"
4/24/2019,BCP2019-040846,Building - Construction Permit,Online Permit - replace same size 3 impact sliding glass doors,Hayes residence,Completed,"Windows, Doors and Garage Doors"
4/24/2019,BCP2019-040845,Building - Construction Permit,PAVER PATIO IN BACK YARD,"PERRY, DARRELL",Completed,"New Accessory (Shed, Deck)"
4/24/2019,BCP2019-040844,Building - Construction Permit,"INSTALLING (2) HAND SINKS, (1) MOP SINK, (1) 3 COMPARTMENT SINK, (1) GREASE INTERCEPTOR (1) 40 GALLON ELECTRIC WATER HEATER",CLAUDIAS HEAVENLY FLANS,Completed,Replacement
4/24/2019,BCP2019-040842,Building - Construction Permit,Online Permit - <300K Re roof37 squares4/12 pitchResisto underlayment FL2569-R14IKO shingles FL7006-R10 (7006.1)9 squares TPO flat FL18727-R2 (W-4),Harold Bellack,Completed,Roof
4/24/2019,BCP2019-040840,Building - Construction Permit,Online Permit - Change out garage door16x7  FL#13521.5 - Amarr,Chan,Completed,"Windows, Doors and Garage Doors"
4/24/2019,BCP2019-040838,Building - Construction Permit,"Online Permit -<$300K Remove existing and install new OC Shingles FL#10674.R13, Peel and Stick Underlayment FL#2569.R14, Torch Flat FL#2533.R19, 32SQS shingles, 4sqs torch, 4/12 FL#1654",OSIKA,Completed,Roof
4/24/2019,BCP2019-040836,Building - Construction Permit,REPLACE 60 FT X 20 FT CARPORT SIZE FOR SIZE SAME LOCATION CONCRETE FOOTERS & ALUMINUM 3 INCH PAN ROOF ON ALUMINUM POSTS & BEAMS (METAL ROOF FL#16952.1),HILLCREST VILLAS - BUILDING #3,Completed,Replacement
4/24/2019,BCP2019-040834,Building - Construction Permit,Online Permit - Change out garage door16x7  FL#17189.2 - Amarr,Hayes,Completed,"Windows, Doors and Garage Doors"
4/24/2019,BCP2019-040833,Building - Construction Permit,INSTALL VINYL FENCE 6' HEIGHT 72' LF,FARAK MACHADO,Completed,Fence
4/24/2019,BCP2019-040831,Building - Construction Permit,Online Permit - INSTALL ROOF MOUNTED SOLAR PV SYSTEM,ADAM ENGLERT,Completed,Electrical
4/24/2019,BCP2019-040830,Building - Construction Permit,"Online Permit - <300K Re-Roof.  Pitch 4, Squares = 15, Shingle = GAF Timeberline (FL10124-R20) Underlayment = Tamko 30lb shingle felt (FL12328-R20).  Flat Roof = 5 sq CertainTeed ""Black Diamond"" SA Self Adhering and CertainTeed GTA Flintlastic Modified Bitumen cap sheet (torch-down) (FL11288-R17)",Kolar,Completed,Roof
4/24/2019,BCP2019-040826,Building - Construction Permit,2 WINDOWS AND 4 DOORS SIZE FOR SIZE WITH IMPACT GLASS FL#1844.3;  FL#21178.2;  FL#7058.2,MUFFET A HARMON,Completed,Replacement
4/24/2019,BCP2019-040825,Building - Construction Permit,"PERMIT IS TO COMPLETE PERMIT # BCP2017-06603 - MINOR (FEW) SHINGLE REPAIR .REPLACE DOOR PANEL, WINDOW GLAZING REPLACEMENT-- (ELECTRIC ON SEPARATE PERMIT) FL# 2533.1 FL# 17401 FL# 1956",,Completed,Replacement
4/24/2019,BCP2019-040824,Building - Construction Permit,REPLACE 8 WINDOWS ON SECOND STORY. NOA18-0430.05,JACK RUSSELL ATHLETICS,Completed,Replacement
4/24/2019,BCP2019-040823,Building - Construction Permit,NEW GARAGE (ADDITION ON PERMIT#BCP2019-030886),WOODBURN REMODEL,Completed,"New Accessory (Shed, Deck)"
4/24/2019,BCP2019-040822,Building - Construction Permit,Online Permit - Modification of circuitry and receptacles in Cafe,BayCare Cafe Alterations,Completed,Electrical
4/24/2019,BCP2019-030966A,Building - Construction Permit,Online Permit - Revised architect plans for block to frame,RICHARD CRAIG,Completed,Replacement
4/24/2019,BCP2019-040698A,Building - Amendment,"UPGRADE PERMIT TO 59 SQ SHINGLE RE-ROOF (FL#18355.1) SELF-ADHERING PEEL & STICK (FL#2569.1) 1 1/4"" EG NAILS (6) 4/12 PITCH",PRISCILLA E TERRY,Completed,undefined
4/24/2019,AMD2019-04009,Building - Amendment,"UPGRADE PERMIT TO 59 SQ SHINGLE RE-ROOF (FL#18355.1) SELF-ADHERING PEEL & STICK (FL#2569.1) 1 1/4"" EG NAILS (6) 4/12 PITCH",PRISCILLA E TERRY,Received,undefined
4/23/2019,SWO2019-04035,Building/Enforcement/Stop Work Order/SWO,**3X FEE**-BUILDING A SEAWALL AND DECK WITHOUT PERMITS,,Complied,undefined
4/23/2019,SWO2019-04034,Building/Enforcement/Stop Work Order/SWO,**3X FEE**-ENCLOSING SCREEN PORCH WITH NO PERMIT,,Complied,undefined
4/23/2019,SWO2019-04033,Building/Enforcement/Stop Work Order/SWO,** 3X FEES ** FENCE INSTALLED WITHOUT PERMITS,,Complied,undefined
4/23/2019,SWO2019-04032,Building/Enforcement/Stop Work Order/SWO,**3X FEE**-REAR LOADING DOCK AREA ENCROACHING ONTO COUNTY PROPERTY NO PERMIT FOR ADDITIONAL CANOPY OVERHANG,,Complied,undefined
4/23/2019,SWO2019-04031,Building/Enforcement/Stop Work Order/SWO,3X FEE*** OWNER USED NEIGHBORS POST HOLES TO INSTALL HIS FENCE WITHOUT A PERMIT (2038 SETON DRIVE REMOVED HIS FENCE AND THIS NEIGHBOR USED HIS HOLES IN THE GROUND TO ANCHOR HIS OWN FENCE IN.  NEIGHBOR AT 2038 SETON IS UPSET AND WANTS IT REMOVED),,No Violation,undefined
4/23/2019,SWO2019-04030,Building/Enforcement/Stop Work Order/SWO,**3X FEE**-PUTTING UP A FENCE WITHOUT A PERMITBLOCKING ALL NEIGHBORS FROM ACCESSING THE AREA,,Complied,undefined
4/23/2019,BCP2019-040819,Building - Over the Counter Permit,Online Permit - Low Voltage - Commercial - INSTALL LOW VOLTAGE SYSTEM,TD BANK,Completed,Low Voltage - Commercial
4/23/2019,BCP2019-040818,Building - Over the Counter Permit,Online Permit - Gas Line - PIPE NATURAL GAS TO OUTDOOR TANKLESS WATER HEATER,"URSO, GARY",Completed,Gas Line
4/23/2019,BCP2019-040817,Building - Over the Counter Permit,REPLACE DISCONNECT FOR A/C CONDENSER,CURTIS WHITE,Completed,Replacement
4/23/2019,BCP2019-040815,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - Water heater replacement in garage with new expansion tank. Code to enter dwelling is 0619,Mortti Realty Group,Completed,Water Heater Change Out
4/23/2019,BCP2019-040810,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - Water heater change out,120 N Hillcrest,Completed,Water Heater Change Out
4/23/2019,BCP2019-040809,Building - Over the Counter Permit,"Online Permit - A/C Change Out - EQUAL HVAC CHANGE OUT TRANE 2.5 TON (Air Handler,Condenser)",BALLENGER,Completed,A/C Change Out
4/23/2019,BCP2019-040808,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Equal change out a/c split system 2.5 tons, 14.5 seer, 7.5 KW ( replace breaker ) (Air Handler,Condenser)",Hages,Completed,A/C Change Out
4/23/2019,BCP2019-040806,Building - Over the Counter Permit,"CHANGE OUT WITH ELECTRIC, 2 TON CONDENDER & AIR HADNLER",223 DOLPHIN POINT LLC,Completed,A/C Change Out
4/23/2019,BCP2019-040805,Building - Over the Counter Permit,"EQUAL A/C CHANGE OUT, NO ELECTRIC, 3 TON CONDENSER & AIR HANDLER",JOHN W GAUNT,Completed,A/C Change Out
4/23/2019,BCP2019-040801,Building - Over the Counter Permit,"Online Permit - Water Heater Change Out - water heater change out, 30 gal Bradford white electric",Richae,Completed,Water Heater Change Out
4/23/2019,BCP2019-040800,Building - Over the Counter Permit,REMOVE EXISTING 150 A SERVICE PANEL AND GROUNDING AND INSTALL NEW 200 AMP SERVICE AND PANEL,DIANE D MARSTON,Completed,Electrical
4/23/2019,BCP2019-040797,Building - Over the Counter Permit,"Online Permit - Water Service - Replace water service from the house to the main. Approximately 60 ft of 3/4"" PVC Pipe",Portner Water Service,Completed,Water Service
4/23/2019,BCP2019-040787,Building - Over the Counter Permit,"REPLACE DRAIN LINE UNDER BATHROOM FLOOR TOILET, SINK, SHOWER (CAST IRON RUSTED THROUGH) REPLACE 40 FT OF SEWER ON LEFT SIDE OF HOME",CHRISTINA M PANETTA,Completed,Sewer Repair - Replacement
4/23/2019,BCP2019-040786,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Install new 2.5 ton straight cool 14 SEER.7.5 KW heater & digital t-stat.New condenser model # RA1430AJ1NANew air handler model # RH1P3017STANJAReuse copper line sets. (Air Handler,Condenser)","St. Louis, Phil",Completed,A/C Change Out
4/23/2019,BCP2019-040785,Building - Over the Counter Permit,Online Permit - A/C Change Out - A/C CHANGE OUT RHEEM 2 TON 14 SEER PACKAGE UNIT 5KW MODEL# RSPM-A024JK000AUA (Package Unit),PILSON,Completed,A/C Change Out
4/23/2019,BCP2019-040784,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - ECO 50 GALLON TALL ELECTRIC WATER HEATER,RIDEOUT,Completed,Water Heater Change Out
4/23/2019,BCP2019-040783,Building - Over the Counter Permit,"Online Permit - A/C Change Out - EQUAL CHANGE OUT, NO ELECTRIC, 3 TON CONDENSER & AIR HANDLER, 15 SEER, 5KW. (Air Handler,Condenser)",DAVIS,Completed,A/C Change Out
4/23/2019,BCP2019-040782,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - Replace existing electric water heater with new,"Huck, Steven",Completed,Water Heater Change Out
4/23/2019,BCP2019-040781,Building - Over the Counter Permit,"Online Permit - A/C Change Out - equal change-out 2 1/2 ton 14 seer heat pump system with 5kw aux. heat. hook to existing electric. Comfortmaker a/h# FEM4X3000BL c/u# N4H430GKG. (Air Handler,Condenser)",Taylor,Completed,A/C Change Out
4/23/2019,ENG2019-04003,Building - Engineering,SFR LOCATED WITHIN PINELLAS COUNTY'S JURISDICTION--PINELLAS COUNTY BUILDING PERMIT 04190338; DRIVEWAY LOCATED WITHIN THE CITY OF CLEARWATER'S ROW-REMOVING AND REPLACING CONCRETE DRIVEWAY,BARRY R. SLACK AND CHRISTINE R. SLACK,Completed,Right of Way
4/23/2019,BCP2019-040820,Building - Construction Permit,Online Permit - Replacing 4 impact windows and 1 impact sliding glass door size for size,YOUNG-PEGHER ALACYN,Completed,"Windows, Doors and Garage Doors"
4/23/2019,BCP2019-040816,Building - Construction Permit,CONSTRUCT NEW SINGLE FAMILY HOME 1950 SQ FT SINGLE STORY,REINA TURCIOS,Active,New SF Detached
4/23/2019,BCP2019-040814,Building - Construction Permit,"REPLACE FRONT DOOR S4S 25% RULE, FL16468.2","LEHR, DONNA",Completed,Replacement
4/23/2019,BCP2019-040813,Building - Construction Permit,REPLACE (1) EXISTING GARAGE DOOR 9'X7' WITH NEW GARAGE DOOR SIZE FOR SIZE (FL#15212.5),GRAY,License Holder Self Certify,Replacement
4/23/2019,BCP2019-040812,Building - Construction Permit,"Online Permit - replace same size Impact 2 windows, 2 sliding and 1 entry doors.",Duxbury Residence,Completed,"Windows, Doors and Garage Doors"
4/23/2019,BCP2019-040811,Building - Construction Permit,"REMOVE AND REPLACE S4S TWO WINDOWS AND  ONE IMPACT SGD, INSTALL TWO WINDOW SHIELDS. FL15781.15, FL15781.16, FL17338.2, FL14110.1","CROUCHER, HEATHER",Completed,Replacement
4/23/2019,BCP2019-040807,Building - Construction Permit,AC CHANGE 7.5 TON STRAIGHT COOL PACKAGE UNIT ON  ROOFTOP. ROOF PERMIT SEPARATE.,JULI'S,Completed,Replacement
4/23/2019,BCP2019-040804,Building - Construction Permit,REMOVE & REPLACE 1 SLIDING GLASS DOOR NON IMPACT OWNER HAS EXISTING STORM PROTECTION. ALSO REMOVE & REPLACE 2 WINDOWS (IMPACT DOORS & WINDOWS ALL S/S). FL# 15780.6 FL # 22355.2,PAULA T ROTHMAN,Completed,Replacement
4/23/2019,BCP2019-040803,Building - Construction Permit,"Online Permit - <300K Remove existing and install new OC Shingles FL#10674.R13, Peel and Stick Underlayment FL#2569.R14, 20SQS, 5/12",SCHEID,Completed,Roof
4/23/2019,BCP2019-040802,Building - Construction Permit,"RE ROOF. 22 SQS SHINGLES AND MOD BIT. FL10124.1, FL5680.1, FL10626.1","BEREZINA, DARYA",Completed,Roof
4/23/2019,BCP2019-040799,Building - Construction Permit,INSTALL A 6 FT HIGH WOOD FENCE 88 FT IN LENGTH.  GOOD SIDE MUST FACE OUT,PATRICIA P TARROU,Completed,Fence
4/23/2019,BCP2019-040798,Building - Construction Permit,MANUFACTURE & INSTALL 12 HURRICANE FABRIC SHUTTERS FL#13911.1,NICOLE L DUFALA,Completed,"New Accessory (Shed, Deck)"
4/23/2019,BCP2019-040796,Building - Construction Permit,MANUFACTURE AND INSTALL 2 HURRICANE FABRIC FL#13911.1,EUGENIA C CARDY,Completed,"New Accessory (Shed, Deck)"
4/23/2019,BCP2019-040795,Building - Construction Permit,"Online Permit - PIPE NATURAL GAS TO INDOOR TANKLESS WATER HEATER, FUTURE RANGE, AND FUTURE POOL HEATER.  WATER HEATER CHANGE OUT - ELECTRIC TANK TO GAS TANKLESS. GAS/ PLUMBING / ELECTRIC","MOULTON, JEFFREY",Completed,New
4/23/2019,BCP2019-040794,Building - Construction Permit,MANUFACTURE & INSTALL 4 MOTORIZED ROLL DOWN SHUTTERS FL#5790.1,"RANKIN, DEBORAH HARMON",Completed,"New Accessory (Shed, Deck)"
4/23/2019,BCP2019-040793,Building - Construction Permit,MANUFACTURE & INSTALL 6 ACCORDION SHUTTERS FL#389.2;  FL#15094.1,ALICIA DIANA MENANTEAU,Completed,"New Accessory (Shed, Deck)"
4/23/2019,BCP2019-040792,Building - Construction Permit,"REMODEL BATHROOMS, MOVE SHOWER, TUB, REARRANGE ELECTRIC. SUBJECT TO FIELD INSPECTIONS.","MURA, PATRIZIA",Completed,Remodel
4/23/2019,BCP2019-040791,Building - Construction Permit,"Online Permit - PIPE NATURAL GAS TO INDOOR TANKLESS WATER HEATER, RANGE, AND FUTURE BBQ GRILL. WATER HEATER CHANGE OUT - ELECTRIC TANK TO GAS TANKLESS WITH PLUMBING AND ELECTRIC","ALMARAZ, SAMANTHA",Completed,New
4/23/2019,BCP2019-040790,Building - Construction Permit,Online Permit - <$300K shingle re-roof,Kilmer Ave,Completed,Roof
4/23/2019,BCP2019-040789,Building - Construction Permit,Online Permit -<$300K RE-ROOF W/OC PEEL & STICK (FL9777-R11) AND GAF SHINGLES (fl10124-R20)  16 SQUARES  4/12 SLOPE,ROBINSON,Completed,Roof
4/23/2019,BCP2019-040788,Building - Construction Permit,"Online Permit - Sealcoat, restripe back to existing,  concrete work",Gulf to Bay Blvd Project,Completed,Other
4/23/2019,BCP2019-040780,Building - Construction Permit,CONSTRUCTION OF NEW SINGLE FAMILY RESIDENCE  ---  ***04/29/2019---previous sfr demolished in December 2017 (BCP2017-12239) and sanitary sewer cut and cap (BCP2017-12589); therefore no sanitary sewer and water impact fee are due.rlg.*** (4) Various trees need removal in rear of property near utility lines.,SAMANTHA D LEVY,Completed,
