Date,Record Number,Record Type,Description,Project Name,Status,Short Notes
3/8/2021,BCP2021-030088A,Building - Plan Amendment Application (Online),Online Permit - REPLACE EXISTING SEWER LINE FROM HOUSE TO TAP AND INSTALL SEWER TRANSFER STATION DUE TO LACK OF FALL.,VICTORIA MCGOVERN -- Plan Amendment(BCP2021-030088),Completed,Other
3/7/2021,BCP2021-030246,Building - Over the Counter Permit,Online Permit - Gas Line - Running gas distribution lines from natural gas meter to appliances,FranklyPlumbing,Active,Gas Line
3/7/2021,BCP2021-030245,Building - Over the Counter Permit,Online Permit - Electrical - Replace electrical panel in garage (Change Panel Box),LESZEK KUBISZYN,Completed,Electrical
3/7/2021,BCP2021-030243,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Relocate existing 3.5-ton ICP AHU from horizontal in attic, to vertical in garage with new sheet metal lined box stand.",TRAINER,Active,A/C Change Out
3/7/2021,BCP2021-030242,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Equal changeout.  Install (1) Trane 4TWR4042 / TEM4A0C42 3.5-ton system.  14.00 SEER w/ 5 kW heater. (Air Handler,Condenser)",MAY,Active,A/C Change Out
3/7/2021,BCP2021-030240,Building - Over the Counter Permit,"Online Permit - Electrical - upgrade 125 amps electrical panel to 200 amps and move outside (Change Panel Box,Upgrade Service)",rance,Completed,Electrical
3/7/2021,BCP2021-030236,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Equal changeout.  Install (1) Trane 4TWX6036 / TAM9A0C36V 3-ton system.  16.00 SEER w/ 5 kW heater. (Air Handler,Condenser)",MALONEY,Active,A/C Change Out
3/7/2021,BCP2021-030244,Building - Construction Permit,Online Permit - Construct in-ground pool and spa with paver decking,Bleiweiss Pool,Revisions Needed,Other
3/7/2021,BCP2021-030241,Building - Construction Permit,Online Permit - Replace Size For Size 8 Window(s) -  1 Door(s) -  3 Mullion(s) - IMPACT.  12078.1 ; 15819.2 ; 21138.7,RATERMANN,Active,"Windows, Doors and Garage Doors"
3/7/2021,BCP2021-030237,Building - Construction Permit,"Online Permit - Tear off gravel roof. Re-nail the sheeting. Install 1/4"" tapered insulation, with plates and screws. Install 1-ply of Certainteed SA-peal and stick base sheet. Install 1ply of Certainteed SA rubber cap sheet, peal and stick.",Winding Wood VII,Completed,Roof
3/6/2021,BCP2021-030233,Building - Over the Counter Permit,"Online Permit - Water Heater Change Out - REPLACE EXISTING ELECTRIC WATER HEATER EQUAL CHANGE OUT, LOCATED IN JANITORS CLOSET OFF EMPLOYEE BREAKROOM",TARGET,Completed,Water Heater Change Out
3/6/2021,21TMP-003131,Building - Over the Counter Permit,Upgrade 125amps electrical panel to 200amps and move outside,rance,,
3/6/2021,BCP2021-030297,Building - Construction Permit,"Online Permit - Replace existing window systems with impact-rated windows to match the size of the existing openings. FL.20665.2, FL.33108.2,",Sandcastle Window Replacement,Active,"Windows, Doors and Garage Doors"
3/6/2021,BCP2021-030296,Building - Construction Permit,"Online Permit - Replacement of existing windows with impact-rated replacements, to match size of existing openings.",Osceola Window Replacement,Active,"Windows, Doors and Garage Doors"
3/6/2021,BCP2021-030235,Building - Construction Permit,Online Permit - Equal changeout.  Install (1) Trane 4TWV0060 / TAM9A0C60V 5-ton system.  19.00 SEER w/ 8 kW heater.,ROTTER,Completed,A/C Change Out
3/6/2021,BCP2021-030234,Building - Construction Permit,Online Permit - REMOVE AND REPLACE 14 WINDOWS SIZE FOR SIZE. FL#5149.1/228.1/261.1,KAPLAN WINDOWS,Active,"Windows, Doors and Garage Doors"
3/6/2021,BCP2021-030232,Building - Construction Permit,Online Permit - REMOVE AND REPLACE 5 WINDOWS AND 1 DOOR SIZE FOR SIZE. FL# 5419.1/ 15534.2/ 22363.6,GARDENER WINDOWS/DOOR,Active,"Windows, Doors and Garage Doors"
3/6/2021,BCP2021-030231,Building - Construction Permit,Online Permit - REMOVE AND REPLACE 2 SLIDING GLASS DOORS SIZE FOR SIZE FL#251.8 (NON-IMPACT. PROTECTED BY EXISTING SHUTTERS PERMIT BCP2006-01257/ BCP2003-03017),COHEN DOORS,Active,"Windows, Doors and Garage Doors"
3/6/2021,BCP2021-030230,Building - Construction Permit,Online Permit - 9 square CertainTeed Flat FL2533.R24,"Deberardinis,John",Completed,Roof
3/6/2021,BCP2021-030229,Building - Construction Permit,"Online Permit -<300k 41SQ 1STY 3/12 PITCH: TEAR OFF EXISTING ROOF MATERIAL AND RENAIL DECK TO CODE. INSTALL A MTS POLYGLASS UNDERLAYMENT (FL5259-R32) INSTALL A TRI COUNTY METAL (FL4595 – R5.14) 5SQ 1STY FLAT ROOF: TEAR OFF EXISTING ROOF MATERIAL AND RENAIL DECK TO CODE. INSTALL A RESISTO MODIFIED BITUMEN ROOF SYSTEM. (FL17084-R10) (1E, PG4, W-14)",WALLCE,Active,Roof
3/5/2021,SWO2021-03008,Building/Enforcement/Stop Work Order/SWO,"***3X FEE*** ADDITION TO AN ALF- NOT PERMITTED, WORK IS NOT UP TO CODE PER COMPLAINANT",,No Violation,undefined
3/5/2021,SWO2021-03007,Building/Enforcement/Stop Work Order/SWO,WALL INSTALLED WITH NO PERMIT,,Complied,undefined
3/5/2021,SWO2021-03006,Building/Enforcement/Stop Work Order/SWO,"**3X FEE**-WOODEN DECK, FURNITURE AND TOPPER CONSTRUCTED WITHOUT PERMITS-",,Received,undefined
3/5/2021,SWO2021-03005,Building/Enforcement/Stop Work Order/SWO,**3X FEE**-Fence on right side of house.,,No Violation,undefined
3/5/2021,BCP2021-030228,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - 50 gal electric water heater change out,3382 atwood,Active,Water Heater Change Out
3/5/2021,BCP2021-030227,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - 40 gal electric  water heater change out,2086 sunset grove,Active,Water Heater Change Out
3/5/2021,BCP2021-030226,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - 38 gal electric water heater changeout,1870 elmhurst,Active,Water Heater Change Out
3/5/2021,BCP2021-030223,Building - Over the Counter Permit,"Online Permit - Electrical - REPLACE METER CAN,RISER AND CONDUCTORS DAMAGE BY TREE.",THORNTON BARBARA,Completed,Electrical
3/5/2021,BCP2021-030216,Building - Over the Counter Permit,"Online Permit - A/C Change Out - EQUAL HVAC CHANGE OUT 5 TON 14 SEER (Air Handler,Condenser)",LARSON,Completed,A/C Change Out
3/5/2021,BCP2021-030215,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Equal Change Out-Condenser and Air HandlerNo duct work4A6H4036G1000ATEM4AOC37S31SB (Air Handler,Condenser)",Patricia Eckstein,Completed,A/C Change Out
3/5/2021,BCP2021-030213,Building - Over the Counter Permit,Online Permit - Sewer Repair - Replacement - Replace 50 ft cast iron pipping left  side of home,399799,Completed,Sewer Repair - Replacement
3/5/2021,BCP2021-030206,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - 50GAL GAS WATER HEATER REPLACEMENT,ULANGKAYA,Completed,Water Heater Change Out
3/5/2021,BCP2021-030205,Building - Over the Counter Permit,Online Permit - A/C Change Out - Move (5) return air ducts from wall to ceiling,Maceachern,Completed,A/C Change Out
3/5/2021,BCP2021-030203,Building - Over the Counter Permit,"Online Permit - A/C Change Out - ECO 3 TON TRANE SC - 4TTR4036L1000, TEM6A0C36H31S - AHRI # 7791584, SEER 15.5 (Air Handler,Condenser)",Timea Bor,Active,A/C Change Out
3/5/2021,BCP2021-030196,Building - Over the Counter Permit,Online Permit - Electrical - Reconnect power to lift 14 from existing dock J box. Install GFCI breaker at slip.,Harborage I,Completed,Electrical
3/5/2021,BCP2021-030195,Building - Over the Counter Permit,"Online Permit - A/C Change Out - E/C/O 2 Ton Split System 5 KW (Air Handler,Condenser)",Imperial Gardens J-7,Completed,A/C Change Out
3/5/2021,BCP2021-030190,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - REPLACEMENT OF 55 GAL ELEC WATER HEATER,GULASEY,Completed,Water Heater Change Out
3/5/2021,BCP2021-030189,Building - Over the Counter Permit,Online Permit - Sewer Repair - Replacement - REPLACE EXISITNG SEWER LINE SERVING CLOTHES WASHER OUTSIDE,FREUND,Completed,Sewer Repair - Replacement
3/5/2021,BCP2021-030185,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Equal change out 2 ton 14 seer vertical s/c split system with 5 kw heat (Air Handler,Condenser)",Shan 1134,Active,A/C Change Out
3/5/2021,HOU2021-00020,Building/Enforcement/Housing/HOU,"Electrical junction boxes hanging off of the roof and wall, some on the ground - back of building. Egress lighting falling off building/not working. Please contact property manager 727-796-5900 x2121 - Gay or her assistant Carrie. Please contact unit owners Linda  727-657-4917 and Kirk Peters 727-294-8576 with result of inspection.",,Complied,undefined
3/5/2021,FIR2021-03011,Building - Fire,INSTALL FIRE SUPPRESSION SYSTEM,COUNTRYSIDE CNTRY CLUB,Review Approved,Pre-Engineered Fire Suppression
3/5/2021,FIR2021-03010,Building - Fire,INSTALLATION OF FIRE SUPPRESSION SYSTEM,MUGS AND JUGS,Active,Pre-Engineered Fire Suppression
3/5/2021,FIR2021-03009,Building - Fire,INSTALLATION OF BI DIRECTIONAL AMPLIFICATION SYSTEM (BDA),CLEARWATER SELF STORAGE,Revisions Needed,Fire Alarm
3/5/2021,FIR2021-03008,Building - Fire,RENOVATION OF EXISTING FIRE ALARM SYSTEM,MORTON PLANT HOSP,Review Approved,Fire Alarm
3/5/2021,21TMP-003107,Building - Over the Counter Permit,Replace 2 heat pump systems (2 air handlers and 2 condensing units). New units will be a 2 ton and 2.5 ton Arcoaire 16 seer units. Both systems are equal changeouts. The ARI reference numbers are 204878974 and 204879110.,Fields,,
3/5/2021,21TMP-003085,Building - Over the Counter Permit,New Tankless Water Heater,Water heater changout,,
3/5/2021,21TMP-003082,Building - Over the Counter Permit,New Tankless Water Heater,Water heater changout,,
3/5/2021,21TMP-003079,Building - Construction Permit,electrical for kitchen remodeling,"Phy, Bryan",,
3/5/2021,21TMP-003076,Building - Over the Counter Permit,10.5 KW PV SOLAR PANEL INSTALLATION ROOF MOUNTED,Yanetsi Fornaris,,
3/5/2021,BCP2021-030729,Building - Construction Permit,Online Permit - Demo and remove the rear porch door. Install a 2/8x6/8 hurricane impact fiberglass 15 lite French door with composite jamb and stainless steel hinges and aluminum threshold. Insulate around door. Reinstall door trim in and out. paint door and trim.,Coughlin Door,Completed,"Windows, Doors and Garage Doors"
3/5/2021,BCP2021-030225,Building - Construction Permit,Online Permit - REMOVE AND REPLACE 13 WINDOWS SIZE FOR SIZE. FL#5419.1/ 15534.2,SKINNER WINDOWS,Active,"Windows, Doors and Garage Doors"
3/5/2021,BCP2021-030224,Building - Construction Permit,Online Permit - REMOVE AND REPLACE 8 WINDOWS AND 1 DOOR SIZE FOR SIZE. FL#5419.1/ 15534.2/ 228.1/ 17184.9,SHIRLEY WINDOWS/DOOR,Active,"Windows, Doors and Garage Doors"
3/5/2021,BCP2021-030222,Building - Construction Permit,Online Permit - e/c/o cond on ground - c/o A/H vert in garage - 10KW - 16SEER,Cavanagh,Completed,A/C Change Out
3/5/2021,BCP2021-030221,Building - Construction Permit,Online Permit - Equal change out of 2 heat pump systems (2 air handlers and 2 condensing units). New units to be a 2 ton and a 2.5 ton Arcoaire 16 seer. Ari numbers are 204879110 and 204878974.,Fields,Completed,A/C Change Out
3/5/2021,BCP2021-030220,Building - Construction Permit,Online Permit - 76' total new 6' wood stockade privacy fence w/ 3 gates. Good side Facing Out.,Fence Install,Completed,Fence
3/5/2021,BCP2021-030219,Building - Construction Permit,Online Permit - Foundation Repair - Underpinning and Chemical Grout,Nora Dando,Active,Repair
3/5/2021,BCP2021-030218,Building - Construction Permit,INSTALL POOL ENCLOSURE 25 X 44.5,JOSEPH FLANNAGAN,Revisions Needed,"New Accessory (Shed, Deck)"
3/5/2021,BCP2021-030217,Building - Construction Permit,"Online Permit - ECO 3 TON TRANE SC - 4TTR4036L1000, TEM8A0C36V31D - AHRI # 10149496, SEER 15.5",Eugene Janning,Completed,A/C Change Out
3/5/2021,BCP2021-030214,Building - Construction Permit,Online Permit - Repipe 3 bathroom house,Amy Ramsamooj,Completed,Other
3/5/2021,BCP2021-030212,Building - Construction Permit,"Online Permit - <300k remove existing and install new OC shingles, 40sq, 4/12, FL10674-R16, peel and stick underlayment FL9777-R14","Meyer, Kenneth",Completed,Roof
3/5/2021,BCP2021-030211,Building - Construction Permit,INSTALL 17 LF OF VINYL FENCE 6' HIGH,MICHAEL A FRANZESE,Completed,Fence
3/5/2021,BCP2021-030210,Building - Construction Permit,REMOVE EXISTING DRIVEWAY AND REPLACE - WIDEN DRIVE TO 20' ACROSS; ADD WALKWAY,MICHAEL A FRANZESE,Completed,Driveway
3/5/2021,BCP2021-030209,Building - Construction Permit,"Online Permit -<300k remove existing and install new flat,19sq, FL16709-R7, Certainteed underlay FL9777-R14","Pittman, Joan",Completed,Roof
3/5/2021,BCP2021-030208,Building - Construction Permit,"Online Permit - <300K - remove existing and install new OC shingles, 46sq, 4/12,  FL10674-R16, peel and stick underlayment FL9777-R14","Trask, Gerard",Active,Roof
3/5/2021,BCP2021-030207,Building - Construction Permit,Online Permit - Replace 2 windows size for size.,Nadig,Active,"Windows, Doors and Garage Doors"
3/5/2021,BCP2021-030204,Building - Construction Permit,Online Permit - 10.5 KW PV SOLAR PANEL INSTALLATION ROOF MOUNTED 35 MODULES,Yanetsi Fornaris,Active,Solar / Photovoltaic
3/5/2021,BCP2021-030202,Building - Construction Permit,Online Permit - Replace (2) Existing Garage Doors with a FL Approved Doors.Size: (1) 16 X 7 and  (1) 8 X 7 FL#:15074.35 and FL#: 15074.15,MAGRAY/727-510-6039,Active,"Windows, Doors and Garage Doors"
3/5/2021,BCP2021-030201,Building - Construction Permit,Online Permit - Repipe,Tizon,Completed,Other
3/5/2021,BCP2021-030200,Building - Construction Permit,Online Permit - INSTALLING A 14.49KW SOLAR PHOTOVOLTAIC SYSTEM,BOSHOFF PV,Additional Info Required,Solar / Photovoltaic
3/5/2021,BCP2021-030199,Building - Construction Permit,"Online Permit - Renovation of existing auditoriums. This includes new seating, wall carpet, sound panels, new seating platform construction on existing platforms, power for new seats and lighting as required.",CMX Countryside 12 Screen Theatre Remodel: Phase 1,Active,Remodel
3/5/2021,BCP2021-030197,Building - Construction Permit,"BATHROOM REMODEL, INCLUDES PLUM AND ELEC",NISHIJIMA,Active,Remodel
3/5/2021,BCP2021-030194,Building - Construction Permit,"Online Permit - <300k, Tear off/ reroof 15 sq/ peel and stick/ GAF  shingle pitch 4/12, FL10124",springtime,Completed,Roof
3/5/2021,BCP2021-030193,Building - Construction Permit,"Online Permit - Install white vinyl 174’ fence, 1 gate 6’ tall",1699 Eden Ct.,Completed,Fence
3/5/2021,BCP2021-030192,Building - Construction Permit,Online Permit - Install 238' of white vinyl fence and 2 walk gates.,Kushnir Fence,Completed,Fence
3/5/2021,BCP2021-030191,Building - Construction Permit,REPAIR 98' OF SEAWALL WITH VINYL SHEET PILES WITH NEW CONCRETE CAP AND ANCHOR SYSTEM NEW CAP WILL BE SAME ELEVATION OF EXISTINGREPAIR 36' OF SEAWALL WITH VINYL SHEET PILES WITH NEW CONCRETE CAP AND ANCHOR SYSTEM CAP WILL BE SAME ELEVATION OF EXISTING,"GLOECKI, KEITH J",Revisions Needed,Marine
3/5/2021,BCP2021-030188,Building - Construction Permit,NEW SCREEN ROOM WITH COMPOSITE ROOF ON EXISTING SLAB,BLACKERBY,Revisions Needed,"New Accessory (Shed, Deck)"
3/5/2021,BCP2021-030186,Building - Construction Permit,Online Permit - <300K Remove & replace 48 sq. 45 Sq GAF Timberline (FL10124-R28) with underlayment of Resisto (FL27152-R3). 3 Sq flat Resisto (FL17084-R9). Pitch 4/12,Slattery Roof,Completed,Roof
3/5/2021,FIR2020-08033A,Building - Amendment,"WALL STOBES AND CEILING STROBS, UNIT CHANGED FROM 430 TO 410",SSA,Completed,undefined
3/5/2021,BCP2020-100812A,Building - Plan Amendment Application (Online),Online Permit - revised layout,Cameron PV installation -- Plan Amendment(BCP2020-100812),Completed,Solar / Photovoltaic
3/5/2021,BCP2020-080655B,Building - Amendment,LARGER DRIVEWAY; PLANS MAILED TO CONTRACTOR IN SAFETY HARBOR 4/5/21 JAW,"LOVE, JOHN",Completed,undefined
3/4/2021,SWO2021-03004,Building/Enforcement/Stop Work Order/SWO,FENCE BLOCKING ACCESS TO EASEMENT AT UNIT 1 & 6-PER COMPLIANANT-WANTS TO AMEND PERMIT FOR FENCE PERMIT TO ALLOW LOCK BOX SO OTHER UNIT OWNERS HAVE ACCESS.,,No Violation,undefined
3/4/2021,SWO2021-03003,Building/Enforcement/Stop Work Order/SWO,***3X FEE*** FENCE ERECTED WITHOUT A PERMIT,,Permit Issued,undefined
3/4/2021,SGN2021-03006,Building - Sign,"EXISTING PERMIT SGN2006-07002, BRING UP TO CODE",AQUA STONE,Completed,undefined
3/4/2021,BCP2021-030537,Building - Over the Counter Permit,"Online Permit - A/C Change Out - 2 Ton 15 seer equal straight cool change out W/10kw elect. heat No elect. Roof top cond. (Air Handler,Condenser)","Schwarz, Begnnar",Completed,A/C Change Out
3/4/2021,BCP2021-030184,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - replace water heater,Dawson Water Heater,Completed,Water Heater Change Out
3/4/2021,BCP2021-030183,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - replace water heater,Lawrence Water Heater,Active,Water Heater Change Out
3/4/2021,BCP2021-030182,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - replace water heater,Harding Water Heater,Completed,Water Heater Change Out
3/4/2021,BCP2021-030181,Building - Over the Counter Permit,"Online Permit - Electrical - change 100 amp service to 200 amps , move panel outside (Upgrade Service)",arun,Active,Electrical
3/4/2021,BCP2021-030180,Building - Over the Counter Permit,"Online Permit - A/C Change Out - equal changeout 3.5 ton str cool split system 14 seer with 7.5 kw heat strip cu mod RA1442CJ1NA ah mod RH1Q4221STANJA (Air Handler,Condenser)",successful,Active,A/C Change Out
3/4/2021,BCP2021-030179,Building - Over the Counter Permit,"Online Permit - Electrical - Upgrade service to 200A (Change Panel Box,Upgrade Service)",HARRY,Completed,Electrical
3/4/2021,BCP2021-030178,Building - Over the Counter Permit,Online Permit - Electrical - Add New 100 AMP Sub Panel to New Shed and wire 8 openings (Add Outlets/Circuits),Initial Application,Completed,Electrical
3/4/2021,BCP2021-030176,Building - Over the Counter Permit,Online Permit - A/C Change Out - EQ CHG OUT 3 TON WSHP (Package Unit),BARRON/RICHARD,Completed,A/C Change Out
3/4/2021,BCP2021-030174,Building - Over the Counter Permit,Online Permit - Electrical - Panel Change Only.,Panel Change,Completed,Electrical
3/4/2021,BCP2021-030165,Building - Over the Counter Permit,Online Permit - A/C Change Out - E/C/O: 2.5 ton 15 seer Trane heat pump w/ 5kw heat 4TWR5030 TEM6A0B30,Andrew Priest,Active,A/C Change Out
3/4/2021,BCP2021-030162,Building - Over the Counter Permit,"Online Permit - A/C Change Out - EQUAL HVAC CHANGE OUT 3 TON 15 SEER (Air Handler,Condenser)",SCHULZ,Completed,A/C Change Out
3/4/2021,BCP2021-030158,Building - Over the Counter Permit,"Online Permit - A/C Change Out - EQUAL CHANGE OUT SPLIT SYSTEM 3.0TON 15.00 SEER 5KW TRANE 4TWR5036, TEM6A0C36 (Air Handler,Condenser)",Charles Pelant,Completed,A/C Change Out
3/4/2021,BCP2021-030157,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - Replace electric water heater,Water Heater Unit B,Completed,Water Heater Change Out
3/4/2021,BCP2021-030151,Building - Over the Counter Permit,Online Permit - Irrigation Sprinkler - INSTALL NEW IRRIGATION SYSTEM,HARBOR LIGHT/SEVILLE STORAGE,Active,Irrigation Sprinkler
3/4/2021,BCP2021-030149,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - 38GAL ELECTRIC WATER HEATER REPLACEMENT,mcaffee,Completed,Water Heater Change Out
3/4/2021,BCP2021-030145,Building - Over the Counter Permit,Online Permit - Electrical - Install 220V circuit (Add Outlets/Circuits),Jacobi,Completed,Electrical
3/4/2021,BCP2021-030144,Building - Over the Counter Permit,Online Permit - A/C Change Out - 3 1/2 ton goodman 14 seer heat pump equal changeout,Sunstar Realty,Active,A/C Change Out
3/4/2021,BCP2021-030143,Building - Over the Counter Permit,Online Permit - A/C Change Out - ECO HVAC INSTALL 3.5 TON 13.20 EER CLIMATE MASTER WATER SOURCED UNIT (Package Unit),BURROUGHS,Completed,A/C Change Out
3/4/2021,BCP2021-030142,Building - Over the Counter Permit,Online Permit - Sewer Repair - Replacement - REPLACE EXISITNG SEWER LINE OUTSIDE,PAT,Completed,Sewer Repair - Replacement
3/4/2021,BCP2021-030140,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - Replace Water Heater,Pleines Heater,Active,Water Heater Change Out
3/4/2021,FIR2021-03007,Building - Fire,ADD AND RELOCATE FIRE SPRINKLERS IN AN EXISTING SYSTEM,CABANA COASTAL GRILL,Active,Fire Sprinkler
3/4/2021,FIR2021-03006,Building - Fire,MODIFY EXISTING FIRE SPRINKLER SYSTEM,HOTWORX,Active,Fire Sprinkler
3/4/2021,FIR2021-03005,Building - Fire,MODIFY EXISTING FIRE ALARM SYSTEM,HOTWORX,Revisions Needed,Fire Alarm
3/4/2021,21TMP-003031,Building - Construction Permit,,,,
3/4/2021,21TMP-002979,Building - Over the Counter Permit,,,,
3/4/2021,21TMP-002959,Building - Construction Permit,Roof replacement,"FACCIUTO, DANIELE",,
3/4/2021,BCP2021-030177,Building - Construction Permit,Online Permit - <300K - reroof mod bit,byrd,Completed,Roof
3/4/2021,BCP2021-030175,Building - Construction Permit,"Online Permit - <300K - TEARING OFF OLD FLAT ROOF AND REPLACING WITH TPO ROOFTEARING OFF OLD SHINGLE ROOF AND REPALCIGN WITH SHINGLE ROOFFL2569-R20, FL17650-R2, FL30310-R1, FL10264-R15SLOPE - SHINGLE - 5/12 - TPO - 1/12SQUARES - SHINGLE - 32 - TPO - 5",MARTIN RE-ROOF,Completed,Roof
3/4/2021,BCP2021-030173,Building - Construction Permit,"Online Permit - REPLACE 2 IMPACT DOORS, 1 WINDOW, SIZE FOR SIZE FL14850.1 FL16401.5 FL16736.1",ARENZ,Active,"Windows, Doors and Garage Doors"
3/4/2021,BCP2021-030172,Building - Construction Permit,"INSTALL PINE FENCE, 6FT, 210LF",CONNOLLY,Completed,Fence
3/4/2021,BCP2021-030171,Building - Construction Permit,"Online Permit - TEMP FENCE 6FT HIGH 3,854 LF CHAINLINK",Imagine Clearwater - Coachman Park Sitework and Utilities,Active,Fence
3/4/2021,BCP2021-030170,Building - Construction Permit,Online Permit - 19' of 6' board on board2 walk gates,Jeanne Abbo,Completed,Fence
3/4/2021,BCP2021-030169,Building - Construction Permit,Online Permit - <300K - Tear off and replace 26 sqs of shingles and 4 sqs of flatShingle dry-in Tarco ss400 Fl10450Shingles GAF timberline Fl10124Flat dry-in and cap sheet Modified system Fl 25334/12 slope,Stickler,Completed,Roof
3/4/2021,BCP2021-030168,Building - Construction Permit,"REMOVE WOOD DECK, REPLACE WITH BATHROOM, REMOVE AND REPLACE DRIVEWAY WITH CONCRETE",CAMPBELL,Revisions Needed,Remodel
3/4/2021,BCP2021-030167,Building - Construction Permit,Online Permit - 125'of 6' white vinyl privacy2 walk gates,Karen Cubberley,Completed,Fence
3/4/2021,BCP2021-030166,Building - Construction Permit,Online Permit - Replace same size all impact; 8 windows and 1 door,Russell residnce,Active,"Windows, Doors and Garage Doors"
3/4/2021,BCP2021-030164,Building - Construction Permit,Online Permit - Install 136' of 6' high wood privacy fence. (good side faces out),Jennifer Wojciechowski,Completed,Fence
3/4/2021,BCP2021-030163,Building - Construction Permit,Online Permit - Replace 4 same size Impact sliding glass doors NOA 20-0429.05,Burns residence,Completed,"Windows, Doors and Garage Doors"
3/4/2021,BCP2021-030161,Building - Construction Permit,"Online Permit - PL: Repipe hot and cold lines for 3 bathroom house, install drain for washing machine, install natural gas water heater.GAS: Install natural gas water heater","Bond, Shirley",Completed,Other
3/4/2021,BCP2021-030160,Building - Construction Permit,Online Permit - Exterior Statue Wall Demolition & Parking Lot,The Hampton Parking Lot & Wall Demo,Revisions Needed,Other
3/4/2021,BCP2021-030159,Building - Construction Permit,Online Permit - replace 2 same size Impact turtle glass Sliding glass doors,Garcia residence,Completed,"Windows, Doors and Garage Doors"
3/4/2021,BCP2021-030156,Building - Construction Permit,"Online Permit - <300k T/O TILE ROOF, RE-NAIL DECK TO CODE, DRY IN WITH SOPREMA RESISTO (FL2569.1), INSTALL GAF TIMBERLINE SHINGLES (FL10124.1). 44 SQ, 4/12, 1 STORY",BRIGHT RESIDENTIAL RE-ROOF,Completed,Roof
3/4/2021,BCP2021-030155,Building - Construction Permit,NEW METAL ROOF OVER EXISTING SHINGLE ROOF FL30315.2,PAUL KELLY,Active,Roof
3/4/2021,BCP2021-030153,Building - Construction Permit,Online Permit - Reroof 87 Sq's 1/4: ISO Tapered Flat FL2533-R24; Pitch:  1/4 / 12,Pinewood Village Bldg #5,Completed,Roof
3/4/2021,BCP2021-030152,Building - Construction Permit,Online Permit - <300k Install 28sq of shingle with GAF FL10124-R28 and Soprema underlayment FL2569-R20 with slope of 4/12.,Evans,Completed,Roof
3/4/2021,BCP2021-030150,Building - Construction Permit,Online Permit - Kitchen Remodel,"Chernek, Harry",Active,Remodel
3/4/2021,BCP2021-030148,Building - Construction Permit,Online Permit - Installing 16 feet 6 feet high PVC fence with 1 6'hx5'w gate,Kendrick Caroline,Completed,Fence
3/4/2021,BCP2021-030147,Building - Construction Permit,Online Permit - Master bath shower to shower. New custom tiled pan and surround. New vanity area. New floors and baseboard,Dennis Residence,Active,Remodel
3/4/2021,BCP2021-030146,Building - Construction Permit,SWO2021-01033 INSTALL WOOD FENCE 243 LG 6' HIGH (GOOD SIDE MUST FACE OUT - NO LANDSCAPE REQUIRED),ARM 7 LLC,Active,Fence
3/4/2021,BCP2021-030141,Building - Construction Permit,Online Permit -SWO2021-01005 Installing 157 feet PVC fence with 1 6'hx4'w gate,Chris Flamm,Active,Fence
3/4/2021,BCP2020-090170A,Building - Plan Amendment Application (Online),Online Permit - shower pans added to bathrooms. listed on original prints with XX.,"Maxfield, Dane -- Plan Amendment(BCP2020-090170)",Completed,Remodel
3/4/2021,AMD2021-03071,Building - Plan Amendment Application (Online),"Online Permit - Running a new gas line to a  generator, two fire pots and a fire table for future use",Gas Line -- Plan Amendment(BCP2021-030013),Received,Other
3/4/2021,BCP2020-120368A,Building - Plan Amendment Application (Online),Online Permit - ADD 117 LF OF 6' WOOD FENCING-GOOD SIDE OUT,KINGSLEY -- Plan Amendment(BCP2020-120368),Completed,Fence
3/3/2021,SWO2021-03002,Building/Enforcement/Stop Work Order/SWO,**3X FEE**-POSSIBLE PAVER PROJECT AT THE BACK HOUSE WITHOUT PERMIT,,No Violation,undefined
3/3/2021,SWO2021-03001,Building/Enforcement/Stop Work Order/SWO,**3X FEE**-WORK BEING DONE-NO PERMIT,,No Violation,undefined
3/3/2021,SGN2021-03005,Building - Sign,INSTALL (3) ATTACHED LOGO SIGNS,CHASE BANK,Revisions Needed,undefined
3/3/2021,SGN2021-03004,Building - Sign,CSP2011-01003A INSTALL (2) CANOPY SIGNS AND (1) MONUMENT SIGN,CHEVRON,Active,undefined
3/3/2021,SGN2021-03003,Building - Sign,INSTALL WALL SIGN,PEN CORONADO INC,Active,undefined
3/3/2021,SGN2021-03002,Building - Sign,"CSP2020-09008, INSTALL 5 WALL SIGNS AND 2 MONUMENTS",COURTYARD BY MARRIOTT,Active,undefined
